,igbvl,tc,cobre,r_igbvl,r_cobre,d_tc
2017-07-01,16750.17,3.24892105263158,2.888000011444092,0.037549601839489986,0.06768293477195246,-0.005794018197430548
2017-08-01,17616.44,3.24143181818182,3.0789999961853027,0.05042414948846292,0.06404064271020751,-0.0023078060385255342
2017-09-01,18087.42,3.24616666666667,2.9375,0.026384112042032355,-0.04704598823314567,0.0014596616410787442
2017-11-01,19722.18,3.24052380952381,3.0369999408721924,0.08652722172809019,0.03331128712418438,-0.0017398266764790116
2017-12-01,19974.38,3.24618421052632,3.2795000076293945,0.01270656164023775,0.07682080748358094,0.001745231147057373
2018-01-01,21068.89,3.21516666666667,3.184000015258789,0.05334709251851846,-0.02955270130357285,-0.009601020812588817
2018-02-01,20831.78,3.248375,3.1075000762939453,-0.011317839596134235,-0.024319703820189803,0.010275674622265488
2018-03-01,20558.84,3.2519,3.0190000534057617,-0.01318868653269098,-0.028892900539693744,0.0010845696052969986
2018-05-01,20814.29,3.27361363636364,3.058000087738037,0.012348751286544146,0.0128354677835975,0.0066550214170865585
2018-06-01,19800.26,3.27095,2.9509999752044678,-0.049944701120958356,-0.03561704863979835,-0.0008139997282374636
2018-08-01,19443.11,3.28807142857143,2.6489999294281006,-0.018202303266587914,-0.10796190390941178,0.0052207383819353765
2018-09-01,19564.07,3.311325,2.7869999408721924,0.006201955010300676,0.05078354363526229,0.007047210428213674
2018-10-01,18909.4,3.33390909090909,2.6635000705718994,-0.03403556774792185,-0.0453246534133933,0.006797105278766208
2018-11-01,19180.97,3.374675,2.7774999141693115,0.014259488767375646,0.04191013775866677,0.012153506708385591
2018-12-01,19350.4,3.36402631578947,2.628000020980835,0.008794449406184431,-0.05532810302357049,-0.003160458543925694
2019-01-01,20190.87,3.34386363636364,2.7890000343322754,0.04251743093854454,0.05946001234929999,-0.006011649055889529
2019-02-01,20614.45,3.321475,2.950000047683716,0.020761764165423725,0.05612206556046078,-0.006717954416618054
2019-03-01,21098.07,3.30469047619048,2.936000108718872,0.02318928090342097,-0.004757038733842742,-0.00506614565207581
2019-04-01,20896.5,3.303825,2.9014999866485596,-0.009599886271893869,-0.011820307734896012,-0.00026192756861843756
2019-05-01,19922.77,3.33236363636364,2.6459999084472656,-0.04771838211832105,-0.09217880895462637,0.00860096475848709
2019-06-01,20622.79,3.32565,2.7054998874664307,0.03453347625052825,0.022237665413947012,-0.002016709188578598
2019-07-01,19957.26,3.29021428571428,2.6579999923706055,-0.032803788053253166,-0.017712739085579556,-0.010712448631984783
2019-08-01,19106.75,3.37756,2.5329999923706055,-0.04355131114944234,-0.04816958941316324,0.026200860221021974
2019-10-01,19904.87,3.3597619047619,2.632999897003174,0.040922749646833116,0.03871947338896252,-0.005283445526929187
2019-11-01,20078.0,3.3717,2.6419999599456787,0.008660262860737738,0.00341234954302614,0.003546958423894445
2020-01-01,19834.9,3.32736363636364,2.5199999809265137,-0.01218167590889358,-0.04727729698503926,-0.013236778570121455
2020-02-01,18264.3,3.39035,2.5460000038146973,-0.08249467751226337,0.010264607679036733,0.01875287126066309
2020-04-01,14779.28,3.3975,2.3540000915527344,-0.21172213499373665,-0.07840745390302999,0.0021067061424260595
2020-05-01,15580.85,3.42115,2.426500082015991,0.05281639622449373,0.03033387593275859,0.006936884819474556
2020-06-01,16878.0,3.47016666666667,2.7135000228881836,0.0799684026568398,0.11178939929299951,0.014225871682366893
2020-07-01,17512.53,3.51656818181818,2.8589999675750732,0.0369056259879818,0.0522325790425694,0.013282942146624836
2020-08-01,18576.89,3.56392857142857,3.0409998893737793,0.05900171036744657,0.06171447031816718,0.013377902029388804
2020-09-01,17948.78,3.55490909090909,3.0285000801086426,-0.034396189040563796,-0.00411889842653404,-0.0025339769702574914
2020-10-01,17472.2,3.59561363636364,3.0434999465942383,-0.026911099667213046,0.004940677513904601,0.01138517747324029
2020-12-01,20822.15,3.60261904761905,3.5139999389648438,0.1754062775621187,0.14374682099140587,0.0019464259561122023
2021-01-01,21110.22,3.624575,3.573499917984009,0.013739959461516597,0.016790512330964614,0.0060759458739083234
2021-02-01,22530.22,3.645275,4.0945000648498535,0.06510023574751687,0.13609914083965927,0.0056947683768953875
2021-03-01,21372.03,3.70815217391304,4.002999782562256,-0.05277446135425559,-0.022600599874651652,0.017101877781475795
2021-04-01,19562.77,3.69945,4.479000091552734,-0.08845478767826356,0.11235580197386559,-0.0023495262601666684
2021-05-01,21041.71,3.77354761904762,4.682499885559082,0.07287838820917494,0.0444323032303706,0.019831412042492332
2021-06-01,18850.91,3.91030952380952,4.296500205993652,-0.10994546974038732,-0.08603134518030953,0.03560096096902494
2021-07-01,17671.77,3.94005,4.480500221252441,-0.0645927374966122,0.04193391100766568,0.0075768806209083085
2021-09-01,18279.15,4.10747727272727,4.090000152587891,0.03379261494475359,-0.0911896893610679,0.04161562421362993
2021-10-01,20737.77,4.01505,4.375500202178955,0.12619560928431747,0.06747583783853714,-0.02275923717697266
2021-11-01,20416.43,4.01959523809524,4.2779998779296875,-0.015616706470499618,-0.022535263075020885,0.0011314098993566064
2021-12-01,21111.73,4.03697727272727,4.454999923706055,0.03348884133123491,0.04054146167152919,0.004315001591233391
2022-01-01,22943.81,3.88928571428572,4.317999839782715,0.08321937316680289,-0.03123474880920533,-0.037270692348185225
2022-02-01,23749.03,3.7908,4.444499969482422,0.034493504190481736,0.02887507484512083,-0.025648441149809534
2022-03-01,24915.5,3.73878260869565,4.743000030517578,0.04794841222266694,0.06500248349645668,-0.013817025872290611
2022-04-01,22818.9,3.73973684210526,4.394999980926514,-0.0879009598222925,-0.0762023265323545,0.00025519313577137344
2022-06-01,18388.82,3.74714285714286,3.7144999504089355,-0.2158462686913837,-0.16822346053827186,0.0019783989460863054
2022-07-01,19293.66,3.90218421052632,3.5840001106262207,0.048033673284104315,-0.035764540279678944,0.04054280552153889
2022-08-01,18853.05,3.87379545454545,3.5185000896453857,-0.02310184001568182,-0.018444738076612024,-0.007301686303594758
2022-09-01,19448.06,3.89770454545455,3.441999912261963,0.031072617640468602,-0.02198211560383855,0.0061530377255308785
2022-10-01,21095.21,3.97871428571429,3.4135000705718994,0.08129867833317607,-0.008314493748374596,0.02057092154913694
2022-11-01,22455.13,3.87730952380952,3.7295000553131104,0.062473095387050655,0.08853601269377158,-0.025817231907500904
2022-12-01,21330.33,3.829175,3.805500030517578,-0.05138909234848202,0.020173205500322963,-0.01249211611868937
2023-02-01,21576.43,3.840875,4.097499847412109,0.011471511659239323,0.07392959765193761,0.0030508299358864405
2023-03-01,21898.03,3.77960869565217,4.104499816894531,0.014795163248230126,0.0017068937986942296,-0.016079720621550154
2023-04-01,21822.57,3.76561111111111,3.869999885559082,-0.003451923117721979,-0.05882941072488221,-0.00371032281568525
2023-05-01,21178.83,3.68870454545455,3.63100004196167,-0.029942657466468944,-0.06374637348168966,-0.020634837068734185
2023-06-01,22329.75,3.65104761904762,3.740999937057495,0.05291777223431284,0.029844834552257227,-0.010261179390301441
2023-07-01,23509.38,3.6013,3.994499921798706,0.05147962035899474,0.06556545682175635,-0.013719253941256393
2023-08-01,23133.53,3.69634090909091,3.7725000381469727,-0.016116410198103833,-0.05718047359099541,0.026048495445735013
2023-09-01,22528.4,3.72966666666667,3.7260000705718994,-0.026506344749614365,-0.012402630651933536,0.008975477323489859
2023-11-01,21934.44,3.76188095238095,3.8289999961853027,-0.02671873118246387,0.027268380379104517,0.008600221452169628
2023-12-01,25960.01,3.73368421052632,3.880500078201294,0.1684992727264713,0.013360359965539036,-0.0075236154306084525
2024-01-01,26934.0,3.73980952380952,3.9024999141693115,0.036832151984022746,0.005653319949247617,0.0016392104877596986
2024-02-01,28231.83,3.82730952380952,3.8345000743865967,0.04706063579114359,-0.017578283791607818,0.023127401473975972
2024-03-01,28366.99,3.70955263157895,4.003499984741211,0.004776080382141131,0.0431299070971175,-0.03125079727238889
2024-04-01,29184.35,3.71315909090909,4.564499855041504,0.028406461491679146,0.13113997254600487,0.0009717364081387991
2024-05-01,30220.4,3.73097727272727,4.610000133514404,0.03488458633155361,0.009918938705272502,0.004787181474438584
2024-06-01,29895.87,3.78463157894737,4.390500068664551,-0.010796849258452949,-0.04878475451320704,0.014278342266768728
2024-07-01,29537.12,3.7644,4.159999847412109,-0.01207256633775922,-0.05392809386386974,-0.005360059015233896
2024-08-01,28441.73,3.741325,4.144999980926514,-0.037790344526014694,-0.003612253607696363,-0.006148659242847898
2024-10-01,30470.47,3.75359090909091,4.313499927520752,0.0689005849847176,0.03984683874591692,0.0032731307970552443
2024-11-01,29485.3,3.77885,4.08050012588501,-0.032866183821068484,-0.055530061954062036,0.006706772982372324
2025-01-01,28984.27,3.74775,4.26200008392334,-0.01713856503199734,0.04351899258994667,-0.008264070628788357
2025-02-01,28546.83,3.6977,4.514500141143799,-0.015207372371379835,0.05755591666244848,-0.013444655168555052
2025-03-01,30089.72,3.65259523809524,5.019999980926514,0.05263768851916343,0.10613545987419486,-0.012273065669553667
2025-04-01,30107.15,3.6997,4.559999942779541,0.0005790998929714408,-0.09610731892619018,0.012813796209670714
2025-05-01,31315.52,3.66014285714286,4.652500152587891,0.03935113622560142,0.0200821313532872,-0.010749556624057306
2025-07-01,33440.29,3.5562,4.33050012588501,0.06564763912755203,-0.0717217044728798,-0.02880961961808139
2025-08-01,34937.73,3.5432,4.518499851226807,0.04380587365020566,0.04249700957616729,-0.0036622854128590086
2025-09-01,38054.76,3.50281818181818,4.804999828338623,0.08545884096015027,0.06147695926215935,-0.011462434321718295
2025-10-01,38599.28,3.41409090909091,5.065499782562256,0.014207448409020888,0.05279579988968336,-0.02565658696552832
2025-11-01,38978.53,3.37285,5.185500144958496,0.00977735827423663,0.02341349041586978,-0.01215316804645649
2025-12-01,43464.77,3.36673684210526,5.630000114440918,0.10893974318177047,0.08224316547634683,-0.0018141051416001987
2026-01-01,52927.0,3.35675,5.896999835968018,0.1969628807283615,0.046334256723609586,-0.002970735180867823
2026-04-01,51296.62,3.442675,5.926000118255615,-0.03128874256493319,0.004905749904566971,0.02527554150680431
2026-05-01,55033.6,3.434825,6.359499931335449,0.07031904472787254,0.07060027800548138,-0.0022828072436200915
2026-06-01,55499.93,3.40457142857143,6.192500114440918,0.008437851695946607,-0.026610846250294688,-0.00884691187819634
2026-07-01,57378.3,3.4,6.435999870300293,0.0332844235762452,0.03856830811596814,-0.0013436347335526318
